0,330.1982
1.000453,325.6913
2.000905,330.5302
3.001358,326.8021
4.00181,300.9583
5.002263,301.627
6.002715,296.435
7.003168,313.8849
8.00362,286.6414
9.004073,270.5609
10.00453,285.7888
11.00498,307.9122
12.00543,318.3666
13.00588,314.994
14.00634,314.5854
15.00679,310.207
16.00724,310.7503
17.00769,295.9807
18.00815,302.637
19.0086,306.5813
20.00905,316.6487
21.0095,319.7172
22.00996,324.7762
23.01041,310.0317
24.01086,315.2329
25.01131,314.4203
26.01177,317.9915
27.01222,314.3657
28.01267,312.5278
29.01312,305.6064
30.01358,307.4947
31.01403,304.8134
32.01448,328.7592
33.01493,310.1934
34.01538,306.3773
35.01584,311.6982
36.01629,309.3759
37.01674,313.0662
38.0172,320.642
39.01765,303.8251
40.0181,311.4683
41.01855,326.057
42.01901,334.7659
43.01946,337.4891
44.01991,328.6625
45.02036,324.6177
46.02082,312.5552
47.02127,312.7975
48.02172,313.0882
49.02217,327.5223
50.02263,342.6508
51.02308,337.7737
52.02353,319.4222
53.02398,318.7708
54.02444,334.5664
55.02489,336.9096
56.02534,335.584
57.02579,333.493
58.02625,333.342
59.0267,346.6584
60.02715,343.6278
61.02761,340.8024
62.02806,358.374
63.02851,366.033
64.02896,360.0059
65.02942,369.243
66.02987,373.5056
67.03032,362.7495
68.03077,365.1807
69.03123,362.4312
70.03168,368.7024
71.03213,377.2001
72.03259,355.1751
73.03304,351.5298
74.03349,367.7622
75.03394,379.6795
76.03439,374.4061
77.03484,355.6268
78.0353,350.1542
79.03575,356.1049
80.0362,349.2431
81.03666,345.8575
82.03711,353.0647
83.03756,323.6498
84.03802,328.754
85.03847,322.5902
86.03892,346.7408
87.03937,335.3426
88.03983,333.7248
89.04028,308.4441
90.04073,318.117
91.04118,320.3301
92.04163,314.8298
93.04208,322.905
94.04254,340.6901
95.04299,311.8623
96.04344,332.842
97.0439,339.0351
98.04435,345.2611
99.0448,359.7349
100.0453,349.0173
101.0457,339.3711
102.0462,348.7649
103.0466,356.8778
104.0471,368.8602
105.0475,357.4865
106.048,341.0083
107.0484,344.9419
108.0489,345.9772
109.0493,355.0452
110.0498,352.879
111.0502,343.4769
112.0507,342.1074
113.0511,340.3587
114.0516,328.289
115.052,320.5572
116.0525,328.7026
117.0529,309.2663
118.0534,306.028
119.0539,322.7426
120.0543,330.8536
121.0548,326.1514
122.0552,320.3664
123.0557,334.8462
124.0561,334.5682
125.0566,333.1042
126.057,326.0685
127.0575,326.4382
128.0579,346.2822
129.0584,339.5651
130.0588,341.8326
131.0593,358.4109
132.0597,353.7554
133.0602,345.4637
134.0606,330.6846
135.0611,327.4986
136.0615,336.2659
137.062,336.5977
138.0625,342.6274
139.0629,339.3806
140.0634,319.4672
141.0638,338.3959
142.0643,320.7957
143.0647,333.762
144.0652,325.1039
145.0656,319.0551
146.0661,339.3943
147.0665,352.4524
148.067,336.0269
149.0674,329.1799
150.0679,344.3634
151.0683,317.3492
152.0688,324.599
153.0692,350.3432
154.0697,335.8992
155.0701,347.6247
156.0706,356.9255
157.071,332.4014
158.0715,352.42
159.072,353.6835
160.0724,342.5774
161.0729,321.4181
162.0733,318.0275
163.0738,323.2679
164.0742,329.3738
165.0747,334.7551
166.0751,339.5194
167.0756,339.8682
168.076,335.9111
169.0765,315.1031
170.0769,323.9408
171.0774,337.5459
172.0778,343.8608
173.0783,348.4923
174.0787,346.3373
175.0792,345.1529
176.0797,346.9071
177.0801,332.7146
178.0806,326.7447
179.081,349.3492
180.0815,360.8547
181.0819,353.6335
182.0824,327.1249
183.0828,321.3622
184.0833,340.7243
185.0837,348.8091
186.0842,357.1244
187.0846,362.8997
188.0851,358.8369
189.0855,340.4356
190.086,324.0894
191.0864,335.0692
192.0869,335.8466
193.0873,324.1284
194.0878,323.5007
195.0882,359.8429
196.0887,353.7133
197.0892,338.8156
198.0896,336.7651
199.0901,331.1272
200.0905,320.6544
201.091,318.129
202.0914,338.2818
203.0919,344.9366
204.0923,330.8229
205.0928,334.4286
206.0932,334.2958
207.0937,349.9492
208.0941,336.0712
209.0946,355.6285
210.095,338.8509
211.0955,329.7182
212.0959,339.8578
213.0964,333.2675
214.0968,342.0623
215.0973,357.2853
216.0977,354.1075
217.0982,323.994
218.0986,360.4048
219.0991,346.1378
220.0996,348.5447
221.1,312.1316
222.1005,303.2215
223.1009,326.7024
224.1014,317.2626
225.1018,307.1057
226.1023,286.8463
227.1027,317.4167
228.1032,315.1176
