0 3.88658
0.618437 1.58795
1.23687 1.01091
1.85531	0.810434
2.47375	0.688048
3.09218	0.618853
3.71062	0.542084
4.32906	0.509543
4.94749	0.474779
5.56593	0.445365
6.18437	0.426944
6.8028	0.404705
7.42124	0.379444
8.03968	0.368027
8.65811	0.356777
9.27655	0.350875
9.89499	0.338711
10.5134	0.319335
11.1319	0.317908
11.7503	0.302632
12.3687	0.29657
12.9872	0.296744
13.6056	0.285699
14.224	0.281897
14.8425	0.267971
15.4609	0.253585
16.0794	0.249572
16.6978	0.242451
17.3162	0.2421
17.9347	0.234634
18.5531	0.235044
19.1715	0.220454
19.79	0.214577
20.4084	0.215324
21.0268	0.211293
21.6453	0.206998
22.2637	0.210369
22.8822	0.205825
23.5006	0.204839
24.119	0.198778
24.7375	0.196229
25.3559	0.192703
25.9743	0.195294
26.5928	0.18916
27.2112	0.18445
27.8297	0.19134
28.4481	0.192031
29.0665	0.181322
29.685	0.181133
30.3034	0.175576
30.9218	0.176567
31.5403	0.17745
32.1587	0.171559
32.7771	0.171966
33.3956	0.169584
34.014	0.170118
34.6325	0.165147
35.2509	0.165399
35.8693	0.162233
36.4878	0.161432
37.1062	0.166292
37.7246	0.157712
38.3431	0.154513
38.9615	0.153388
39.58	0.152464
40.1984	0.149122
40.8168	0.149081
41.4353	0.143672
42.0537	0.142058
42.6721	0.145942
43.2906	0.144046
43.909	0.141585
44.5274	0.140605
45.1459	0.141364
45.7643	0.14146
46.3828	0.132927
47.0012	0.136549
47.6196	0.139023
48.2381	0.133417
48.8565	0.129173
49.4749	0.129883
50.0934	0.129618
50.7118	0.130317
51.3302	0.132852
51.9487	0.126888
52.5671	0.132748
53.1856	0.133047
53.804	0.125206
54.4224	0.124594
55.0409	0.12651
55.6593	0.128355
56.2777	0.125866
56.8962	0.12767
57.5146	0.126717
58.1331	0.125693
58.7515	0.122672
59.3699	0.121484
59.9884	0.121226
60.6068	0.121335
61.2252	0.116595
61.8437	0.121738
62.4621	0.118899
63.0805	0.119902
63.699	0.113033
64.3174	0.113097
64.9359	0.111177
65.5543	0.114131
66.1727	0.113269
66.7912	0.111529
67.4096	0.11052
68.028	0.110176
68.6465	0.108672
69.2649	0.108056
69.8834	0.107074
70.5018	0.108194
71.1202	0.108366
71.7387	0.107957
72.3571	0.107135
72.9755	0.106262
73.594	0.104316
74.2124	0.106117
74.8308	0.106978
75.4493	0.109123
76.0677	0.106966
76.6862	0.106029
77.3046	0.104877
77.923	0.102115
78.5415	0.100486
79.1599	0.104467
79.7783	0.101813
80.3968	0.104142
81.0152	0.102888
81.6336	0.100456
82.2521	0.0982442
82.8705	0.100747
83.489	0.10141
84.1074	0.0969591
84.7258	0.0931521
85.3443	0.09823
85.9627	0.0935948
86.5811	0.0943869
87.1996	0.0939056
87.818	0.0990176
88.4365	0.096092
89.0549	0.094269
89.6733	0.0954312
90.2918	0.0941628
90.9102	0.0960621
91.5286	0.0939806
92.1471	0.0958777
92.7655	0.0954897
93.3839	0.0920187
94.0024	0.0943384
94.6208	0.0921395
95.2393	0.0935002
95.8577	0.0922722
96.4761	0.0924764
97.0946	0.0946758
97.713	0.0910726
98.3314	0.0895927
98.9499	0.0916841
99.5683	0.0897322
100.187	0.0865183
100.805	0.0851871
101.424	0.0905161
102.042	0.0888663
102.66	0.0863415
103.279	0.0857985
103.897	0.0854316
104.516	0.0795793
105.134	0.0833868
105.753	0.0813638
106.371	0.0849386
106.99	0.0827684
107.608	0.0843279
108.226	0.0833165
108.845	0.0799378
109.463	0.0841619
110.082	0.0842474
110.7	0.0822395
111.319	0.0847745
111.937	0.0830372
112.555	0.0852109
113.174	0.0838983
113.792	0.0855669
114.411	0.0862266
115.029	0.0868454
115.648	0.0855191
116.266	0.0855389
116.885	0.083689
117.503	0.0841712
118.121	0.086478
118.74	0.0851115
119.358	0.0799688
119.977	0.0849516
120.595	0.0834275
121.214	0.0841297
121.832	0.0819038
122.45	0.0804951
123.069	0.0785576
123.687	0.0791595
124.306	0.0816081
124.924	0.0792708
125.543	0.0808648
126.161	0.0835906
126.78	0.0807735
127.398	0.080035
128.016	0.0810342
128.635	0.0822131
129.253	0.0801036
129.872	0.0801088
130.49	0.0782147
131.109	0.0785147
131.727	0.0806358
132.345	0.0823527
132.964	0.0833326
133.582	0.0843028
134.201	0.0807518
134.819	0.0832277
135.438	0.0767624
136.056	0.0781309
136.675	0.0796235
137.293	0.0751299
137.911	0.0770101
138.53	0.0772043
139.148	0.0741539
139.767	0.0748275
140.385	0.0772482
141.004	0.0766176
141.622	0.0742425
142.24	0.0733892
142.859	0.0730432
143.477	0.0741052
144.096	0.0732385
144.714	0.0739279
145.333	0.0702649
145.951	0.0719074
146.57	0.0696854
147.188	0.0708126
147.806	0.0706459
148.425	0.071814
149.043	0.070861
149.662	0.0700769
150.28	0.072245
150.899	0.072712
151.517	0.0719519
152.135	0.0741613
152.754	0.0710861
153.372	0.0717524
153.991	0.069331
154.609	0.0705708
155.228	0.0687246
155.846	0.0681307
156.464	0.0682999
157.083	0.0677127
157.701	0.0695834
158.32	0.0687501
158.938	0.0680389
159.557	0.0702066
160.175	0.0713158
160.794	0.069605
161.412	0.0706784
162.03	0.0696661
162.649	0.0719882
163.267	0.06847
163.886	0.0677884
164.504	0.0715929
165.123	0.0729148
165.741	0.0703333
166.359	0.0654849
166.978	0.0654531
167.596	0.0654196
168.215	0.0679535
168.833	0.0681385
169.452	0.0659592
170.07	0.0685248
170.689	0.0663697
171.307	0.0653781
171.925	0.062992
172.544	0.066673
