0,187.8437
1.00307,185.5121
2.00614,189.0761
3.00921,201.4078
4.01228,198.5573
5.01535,199.1917
6.01842,189.9937
7.021491,189.836
8.024561,195.9075
9.027631,201.3449
10.0307,204.1543
11.03377,197.0016
12.03684,198.3347
13.03991,198.7144
14.04298,195.7175
15.04605,200.2318
16.04912,198.3078
17.05219,193.5099
18.05526,194.4522
19.05833,201.0677
20.0614,206.5309
21.06447,196.8621
22.06754,199.2987
23.07061,196.6548
24.07368,201.4245
25.07675,208.8188
26.07982,207.4719
27.08289,200.5883
28.08596,198.4334
29.08903,198.6682
30.0921,204.3012
31.09517,206.535
32.09824,207.7493
33.10131,211.0371
34.10438,211.2559
35.10745,210.5161
36.11052,208.8777
37.11359,199.5971
38.11666,201.4411
39.11973,206.7988
40.1228,207.3335
41.12587,210.2727
42.12894,214.0567
43.13201,207.5882
44.13508,193.4256
45.13815,192.2618
46.14122,192.9534
47.14429,189.3816
48.14736,194.1431
49.15043,203.5604
50.1535,208.7079
51.15657,214.4829
52.15965,213.7385
53.16271,208.055
54.16578,208.6192
55.16885,203.6286
56.17192,197.3752
57.175,199.5022
58.17806,197.7754
59.18113,200.0374
60.1842,203.8887
61.18727,203.2898
62.19035,200.2122
63.19341,205.0479
64.19649,207.3277
65.19955,207.4544
66.20262,203.0413
67.2057,209.4943
68.20876,207.7121
69.21184,209.677
70.2149,206.4971
71.21797,212.3834
