0,70.43698
1,71.72149
2,72.44563
3,73.63184
4,72.94958
5,74.38724
6,73.45719
7,72.52168
8,72.77966
9,73.14603
10,72.85542
11,74.40955
12,74.57608
13,73.85961
14,72.81213
15,72.02891
16,72.32741
17,73.19512
18,74.22296
19,74.62746
20,74.89089
21,73.42082
22,73.15144
23,74.03752
24,72.93767
25,73.98256
26,73.50127
27,73.76956
28,75.18388
29,75.91686
30,74.67016
31,75.06827
32,75.20046
33,76.08291
34,75.83736
35,73.96346
36,72.03039
37,73.15273
38,76.10377
39,75.74024
40,74.54369
41,76.4936
42,76.44552
43,75.44516
44,75.06181
45,74.18604
46,75.4176
47,76.94678
48,76.96146
49,75.3385
50,75.91169
51,76.84694
52,78.34435
53,77.84867
54,77.23935
55,75.29594
56,75.9268
57,74.40814
58,76.08109
59,76.37666
60,77.30956
61,76.79475
62,75.40485
63,76.80303
64,77.60501
65,76.85397
66,78.0575
67,76.66309
68,76.8726
69,78.60593
70,77.56939
71,76.10027
72,78.03511
73,77.69082
74,78.93608
75,79.18581
76,78.32961
77,77.73425
78,79.29839
79,79.20872
80,78.16174
81,77.83585
82,79.04269
83,77.27917
84,77.42365
85,77.47127
86,77.50304
87,79.48206
88,79.11241
89,79.10137
90,76.63142
91,76.46926
92,77.15411
93,79.93501
94,83.22687
95,86.0043
96,89.92849
97,92.86864
98,97.41352
99,101.3024
100,103.5355
101,107.9915
102,107.8869
103,108.1673
104,108.5827
105,108.8484
106,107.9608
107,109.4374
108,107.5494
109,106.9561
110,108.9572
111,109.9933
112,109.2641
113,108.2896
114,107.4249
115,109.1615
116,109.89
117,110.7466
118,110.6342
119,108.6216
120,109.1894
121,111.6273
122,109.4027
123,109.9345
124,110.3268
125,110.7031
126,110.8501
127,109.3783
128,108.5082
129,109.3484
130,110.1761
131,109.0433
132,109.3759
133,110.3611
134,110.0978
135,110.4938
136,110.7801
137,110.3563
138,111.231
139,109.9215
140,109.8589
141,110.5219
142,111.3308
143,111.6483
144,110.4092
145,108.3027
146,111.2695
147,113.2587
148,113.4213
149,113.3165
150,110.8429
151,110.9618
152,110.1574
153,111.4763
154,113.6796
155,111.973
156,109.6115
157,110.3792
158,111.8433
159,112.3805
160,113.6817
161,112.2079
162,114.0726
163,114.7236
164,112.6884
165,113.012
166,112.3998
167,113.7272
168,113.7959
169,114.1544
170,114.4191
171,114.0885
172,116.5736
173,115.6672
174,110.7983
175,106.2989
176,102.966
177,96.33028
178,89.87836
179,85.9128
180,85.45364
181,84.41917
182,86.43443
183,85.36406
184,84.02322
185,82.43931
186,84.64112
187,84.68053
188,85.21069
189,84.78738
190,85.6166
191,85.84279
192,85.18713
193,84.07043
194,84.62384
195,83.18607
196,82.38734
197,84.61985
198,85.74693
199,83.59498
200,84.93711
201,83.8432
202,84.28322
203,84.72038
204,84.45838
205,84.6974
206,82.76409
207,82.18799
208,83.79774
209,86.29173
210,85.25806
211,84.82328
212,85.10707
213,83.51288
214,83.50523
215,84.24161
216,84.02654
217,85.9854
218,85.89177
219,83.77106
220,84.42184
221,85.48692
222,84.75897
223,84.23989
224,85.61324
225,85.41855
226,85.4279
227,86.46521
228,85.60525
229,85.90681
230,85.16483
231,85.61891
232,86.77328
233,87.16605
234,85.60699
235,86.18776
236,86.85866
237,87.22033
238,86.48256
239,87.2779
240,86.75388
241,86.29453
242,84.8601
243,84.73401
244,88.57607
245,87.91923
246,87.60966
247,87.49206
248,87.34959
249,88.18208
250,87.97889
251,86.53548
252,88.38161
253,88.39553
254,88.74261
255,87.48068
256,87.28069
257,88.0803
258,89.87125
259,88.57616
260,89.50001
261,89.46334
262,88.10814
263,88.51452
264,89.12576
265,88.66566
266,88.66236
267,88.44634
268,88.48449
269,87.46748
270,88.26391
271,88.38806
272,89.31387
273,89.812
274,90.05432
275,90.00214
276,88.96335
277,89.51345
278,89.70721
279,89.48528
280,89.09563
281,88.56187
282,88.62532
283,88.15304
284,89.09315
285,88.82143
286,89.71963
287,87.46481
288,87.54427
289,88.99564
290,89.24956
291,90.4175
292,89.35133
293,88.72461
294,89.74778
295,89.45537
296,87.70779
297,89.27209
298,91.31788
299,87.73709
300,89.58138
301,88.73652
302,89.18461
303,89.78098
304,91.14232
305,91.55165
306,90.68307
307,91.11482
308,92.07912
309,91.03192
310,92.92094
311,94.33364
312,93.80596
313,92.366
314,92.95655
315,92.88783
316,90.71958
317,89.894
318,89.32666
319,89.18232
320,88.79714
321,88.74535
322,87.75505
323,88.78342
324,88.09019
325,86.47952
326,87.64793
327,88.76564
328,89.25172
329,89.97193
330,89.21533
331,88.53812
332,86.02861
333,88.69711
334,90.34698
335,88.83401
336,90.28602
337,90.18713
338,91.0948
339,90.84445
340,90.97543
341,90.80154
342,90.43359
343,90.75196
344,90.17474
345,89.5148
346,90.42669
347,89.20859
348,89.49448
349,88.44263
350,89.10147
351,89.39083
352,88.30366
353,87.67546
354,88.7365
355,89.39284
356,88.55215
357,86.31633
358,87.75426
359,87.59638
360,86.86213
361,86.71906
362,87.53641
363,88.56123
364,86.97737
365,89.13459
366,89.13808
367,88.03038
368,88.30582
369,87.22773
370,86.79049
371,86.5491
372,86.31625
373,86.27431
374,88.56496
375,87.72421
376,86.81704
377,85.66944
378,87.20152
379,86.79049
380,87.5672
381,86.23258
382,86.69836
383,86.95431
384,86.94238
385,86.54486
386,86.18181
387,84.07915
388,85.44047
389,87.05219
390,88.97968
391,87.48808
392,84.68333
393,83.91013
394,84.71908
395,85.26082
396,85.1609
397,85.09035
398,86.53233
399,86.08926
400,84.18881
401,83.27905
402,82.9328
403,84.14162
404,83.76866
405,83.70789
406,85.18977
407,86.49152
408,85.56738
409,85.41698
410,83.64928
411,83.47961
412,83.26616
413,82.84679
414,84.9859
415,84.19367
416,84.86455
417,82.79176
418,83.01207
419,83.72121
420,84.31069
421,84.34947
422,83.62332
423,84.29626
424,83.75179
425,84.34781
426,84.49575
427,85.27071
428,84.90544
429,83.63618
430,84.15691
431,84.11597
432,84.81064
433,85.3321
434,85.11827
435,84.76683
436,84.46797
437,84.22467
438,82.82206
439,82.75611
440,83.04285
441,82.8604
442,82.04108
443,82.65877
444,81.19745
445,82.2822
446,80.99291
447,81.46986
448,80.72189
449,79.9376
450,80.50507
451,81.29676
452,80.20012
453,81.1964
454,81.06849
455,81.81192
456,81.19916
457,81.13683
458,81.34721
459,80.96962
460,81.36494
461,82.34265
462,81.88166
463,81.08111
464,82.26098
465,86.92738
466,112.6908
467,160.8641
468,180.4425
469,186.7806
470,186.9548
471,185.4475
472,188.7787
473,186.6496
474,189.3502
475,187.7667
476,185.4168
477,184.7482
478,184.5167
479,184.4426
480,181.9065
481,181.1561
482,183.5707
483,186.0651
484,187.962
485,187.7071
486,187.7796
487,187.9754
488,188.3659
489,186.4187
490,185.737
491,186.9547
492,187.3063
493,187.3144
494,186.0404
495,186.9919
496,183.913
497,181.3948
