   0.000	 -21.425
   0.010	 -21.425
   0.020	 -21.710
   0.030	 -28.526
   0.040	 -19.372
   0.050	 -24.077
   0.060	 -23.913
   0.070	 -17.571
   0.080	 -18.761
   0.089	 -21.559
   0.099	  -6.177
   0.109	 -13.243
   0.119	 -10.920
   0.129	 -12.410
   0.139	 -15.508
   0.149	  -1.634
   0.159	  -2.977
   0.169	  -4.970
   0.179	  -2.947
   0.189	  -0.621
   0.199	  -0.306
   0.209	  -0.442
   0.219	   0.876
   0.229	   4.505
   0.239	   7.735
   0.249	  -1.788
   0.259	  -1.371
   0.268	  36.150
   0.278	  -0.490
   0.288	   1.932
   0.298	   3.154
   0.308	  -0.947
   0.318	  -5.604
   0.328	  -7.296
   0.338	 -11.902
   0.348	  -5.960
   0.358	 -11.268
   0.368	 -15.422
   0.378	 -21.334
   0.388	 -13.988
   0.398	 -20.099
   0.408	 -24.102
   0.418	 -21.728
   0.428	 -22.716
   0.437	 -22.299
   0.447	 -22.486
   0.457	 -20.864
   0.467	 -25.521
   0.477	 -18.273
   0.487	 -25.390
   0.497	 -26.380
   0.507	 -28.473
   0.517	 -23.236
   0.527	 -20.662
   0.537	 -18.337
   0.547	 -16.915
   0.557	 -18.205
   0.567	 -14.374
   0.577	 -12.202
   0.587	 -12.589
   0.597	  -4.137
   0.607	  -6.233
   0.616	   2.518
   0.626	  -3.642
   0.636	  -0.013
   0.646	  12.354
   0.656	   5.038
   0.666	   3.346
   0.676	   6.722
   0.686	   7.139
   0.696	   6.452
   0.706	   5.061
   0.716	   4.273
   0.726	  -0.833
   0.736	   2.745
   0.746	   5.571
   0.756	   6.389
   0.766	   1.684
   0.776	  -3.621
   0.786	  -3.056
   0.795	   0.472
   0.805	 -11.864
   0.815	  -8.033
   0.825	 -15.450
   0.835	  17.955
   0.845	 -19.589
   0.855	 -18.066
   0.865	 -20.763
   0.875	 -15.326
   0.885	 -20.486
   0.895	 -21.375
   0.905	 -24.473
   0.915	 -20.640
   0.925	 -22.334
   0.935	 -22.069
   0.945	 -23.660
   0.955	 -21.034
   0.964	 -19.713
   0.974	 -25.223
   0.984	 -19.885
   0.994	 -17.511
   1.004	 -16.895
   1.014	 -16.478
   1.024	 -11.139
   1.034	  -7.106
   1.044	 -12.566
   1.054	  -8.634
   1.064	  -7.114
   1.074	  -6.697
   1.084	  -5.879
   1.094	  -3.505
   1.104	  -0.376
   1.114	   4.056
   1.124	   0.556
   1.134	   8.104
   1.143	   2.240
   1.153	   6.675
   1.163	   5.185
   1.173	  10.119
   1.183	   7.523
   1.193	   5.028
   1.203	   2.480
   1.213	  -3.528
   1.223	   1.806
   1.233	  -4.202
   1.243	  -2.679
   1.253	   0.293
   1.263	 -10.435
   1.273	 -11.526
   1.283	  -7.894
   1.293	 -12.197
   1.303	 -16.152
   1.312	 -18.145
   1.322	 -17.026
   1.332	 -16.609
   1.342	 -21.617
   1.352	 -18.137
   1.362	 -18.223
   1.372	 -24.334
   1.382	 -22.311
   1.392	 -22.094
   1.402	 -26.049
