   0.000	 -30.776
   0.010	 -29.703
   0.021	 -30.753
   0.031	 -31.228
   0.041	 -30.756
   0.051	 -30.262
   0.062	 -28.544
   0.072	 -26.278
   0.082	 -24.339
   0.093	 -20.679
   0.103	 -15.721
   0.113	 -11.689
   0.124	  -8.825
   0.134	  -6.061
   0.144	  -3.972
   0.154	  -1.060
   0.165	   0.307
   0.175	   1.500
   0.185	   2.320
   0.196	   3.041
   0.206	   4.532
   0.216	   5.701
   0.226	   4.180
   0.237	   3.229
   0.247	   1.509
   0.257	  -0.111
   0.268	  -1.908
   0.278	  -3.380
   0.288	  -4.154
   0.299	  -5.702
   0.309	  -7.472
   0.319	  -9.093
   0.329	 -10.592
   0.340	 -11.964
   0.350	 -14.731
   0.360	 -16.031
   0.371	 -18.051
   0.381	 -20.717
   0.391	 -19.426
   0.401	  -5.400
   0.412	 -25.457
   0.422	 -27.106
   0.432	 -28.230
   0.443	 -29.601
   0.453	 -30.652
   0.463	 -31.524
   0.474	 -31.552
   0.484	 -31.655
   0.494	 -31.831
   0.504	 -31.857
   0.515	 -31.611
   0.525	 -31.739
   0.535	 -29.473
   0.546	 -29.078
   0.556	 -21.481
   0.566	 -18.867
   0.576	 -19.817
   0.587	 -21.189
   0.597	 -18.225
   0.607	 -15.140
   0.618	 -10.732
   0.628	  -5.676
   0.638	  -2.440
   0.649	  -0.474
   0.659	   2.039
   0.669	   2.983
   0.679	   3.902
   0.690	   4.125
   0.700	   5.267
   0.710	   5.289
   0.721	   4.317
   0.731	   3.517
   0.741	   2.393
   0.751	   1.170
   0.762	  -0.078
   0.772	  -1.898
   0.782	  -3.119
   0.793	  -4.468
   0.803	  -5.692
   0.813	  -7.362
   0.824	  -8.162
   0.834	 -10.283
   0.844	 -12.053
   0.854	 -12.853
   0.865	 -15.871
   0.875	 -17.840
   0.885	 -19.190
   0.896	 -21.558
   0.906	 -22.531
   0.916	 -21.987
   0.926	 -22.163
   0.937	 -24.632
   0.947	 -26.130
   0.957	 -28.049
   0.968	 -28.674
   0.978	 -29.575
   0.988	 -29.452
   0.999	 -28.781
   1.009	 -28.585
   1.019	 -28.562
   1.029	 -28.987
   1.040	 -29.190
   1.050	 -28.867
   1.060	 -27.499
   1.071	 -26.705
   1.081	 -24.190
   1.091	 -21.427
   1.101	 -18.192
   1.112	 -15.328
   1.122	 -12.316
   1.132	  -8.980
   1.143	  -6.067
   1.153	  -1.858
   1.163	  -0.717
   1.174	  -0.095
   1.184	   0.425
   1.194	   0.521
   1.204	   1.091
   1.215	   1.613
   1.225	   1.610
   1.235	   3.477
   1.246	   1.308
   1.256	   0.756
   1.266	  -0.215
   1.276	  -2.484
   1.287	  -2.986
   1.297	  -4.408
   1.307	  -5.332
   1.318	  -6.531
   1.328	  -7.504
   1.338	  -8.228
   1.348	  -9.378
   1.359	 -10.202
   1.369	 -12.122
   1.379	 -14.219
   1.390	 -16.090
   1.400	  -8.841
   1.410	 -16.817
   1.421	 -20.281
   1.431	 -21.803
   1.441	 -22.703
   1.451	 -22.482
   1.462	 -23.006
   1.472	 -23.807
   1.482	 -24.084
   1.493	 -25.654
   1.503	 -26.554
   1.513	 -26.382
   1.523	 -25.910
   1.534	 -26.162
   1.544	 -25.991
   1.554	 -23.724
   1.565	 -21.885
   1.575	 -22.111
   1.585	 -21.040
   1.596	 -19.001
   1.606	 -15.839
   1.616	 -12.428
   1.626	 -10.886
   1.637	  -8.670
